booking_id,rental_company,pickup_country,customer_segment,vehicle_class,booking_date,pickup_year,pickup_month,lead_time,rental_days,daily_rate,total_revenue,adults,children,is_cancelled,payment_type,loyalty_tier,insurance_opted,child_seat_requested
DN705744,DriveNow,ARE,Loyalty Club,Hatchback,2024-06-24,2024,November,145,7,1764.19,12349.33,3,0,0,Debit Card,None,0,0
DN705745,DriveNow,ARE,Offline TA/TO,Luxury,2026-03-23,2026,May,51,10,8310.38,83103.8,2,0,0,Credit Card,None,0,0
DN705746,CityWheels,IND,Loyalty Club,Sedan,2025-12-21,2026,March,92,10,2150.62,21506.2,2,2,0,Debit Card,None,1,1
DN705747,CityWheels,USA,Corporate,Luxury,2024-01-05,2024,March,79,5,7565.18,37825.9,1,0,0,Debit Card,None,0,0
DN705748,EcoRent,DEU,Direct,Sedan,2025-10-24,2025,November,29,4,2478.89,9915.56,5,0,0,UPI,None,0,0
DN705749,EcoRent,FRA,Offline TA/TO,Sedan,2025-06-11,2025,August,56,2,2314.96,4629.92,2,1,0,Debit Card,None,0,0
DN705750,PrimeCars,JPN,Corporate,Van,2025-05-02,2025,May,24,5,3619.93,18099.65,1,0,0,Cash,Silver,0,0
DN705751,PrimeCars,MYS,Direct,Hatchback,2024-02-19,2024,May,81,9,1714.71,15432.39,4,0,0,UPI,None,0,1
DN705752,CityWheels,IND,Direct,Sedan,2025-07-09,2025,September,63,5,2021.62,10108.1,2,1,0,Corporate Billing,None,0,0
DN705753,PrimeCars,THA,Online TA,Sedan,2023-12-11,2024,February,74,3,2653.72,7961.16,2,1,0,Credit Card,Silver,0,0
DN705754,DriveNow,JPN,Corporate,SUV,2026-04-12,2026,July,101,2,3307.75,6615.5,4,2,0,Corporate Billing,Gold,0,0
DN705755,RoadKing,IND,Online TA,Hatchback,2025-09-22,2025,November,57,5,1939.63,9698.15,2,0,0,Debit Card,Gold,0,1
DN705756,RoadKing,DEU,Online TA,SUV,2024-11-12,2024,December,29,13,4094.69,53230.97,3,0,0,UPI,None,0,1
DN705757,RoadKing,GBR,Direct,Van,2026-05-17,2026,June,17,5,3311.3,16556.5,5,0,0,Debit Card,Silver,0,0
DN705758,EcoRent,SGP,Corporate,Hatchback,2026-01-17,2026,June,146,5,1491.02,7455.1,3,1,0,UPI,Silver,1,0
DN705759,CityWheels,IND,Online TA,SUV,2025-12-03,2026,January,39,9,3037.63,27338.67,3,1,0,UPI,None,0,0
DN705760,DriveNow,AUS,Direct,Hatchback,2025-04-04,2025,May,28,11,1974.6,21720.6,2,0,0,Credit Card,Gold,0,0
DN705761,DriveNow,THA,Direct,Luxury,2025-11-07,2026,January,73,6,10388.14,62328.84,3,0,0,Debit Card,Silver,1,0
DN705762,CityWheels,ARE,Direct,SUV,2025-05-07,2025,July,68,1,2280.95,2280.95,2,0,0,UPI,Gold,0,0
DN705763,DriveNow,IND,Direct,Sedan,2025-11-06,2026,February,97,6,2369.62,14217.72,4,0,0,Credit Card,Silver,0,0
DN705764,CityWheels,IND,Direct,Premium SUV,2026-05-28,2026,July,35,6,5587.76,33526.56,3,2,0,Cash,None,1,0
DN705765,EcoRent,IND,Corporate,Premium SUV,2025-02-28,2025,March,27,9,5463.97,49175.73,3,0,0,UPI,Gold,1,0
DN705766,CityWheels,IND,Offline TA/TO,Sedan,2024-10-26,2025,February,119,6,2693.84,16163.04,2,0,1,Credit Card,None,0,0
DN705767,RoadKing,JPN,Loyalty Club,SUV,2025-01-22,2025,July,161,11,3199.3,35192.3,1,0,0,Credit Card,Silver,0,0
DN705768,EcoRent,IND,Online TA,Sedan,2025-08-25,2025,October,40,9,2732.32,24590.88,1,0,0,Credit Card,Gold,0,0
DN705769,EcoRent,IND,Corporate,Luxury,2025-01-25,2025,February,26,3,9765.18,29295.54,3,1,1,UPI,None,0,0
DN705770,EcoRent,DEU,Direct,Sedan,2025-01-29,2025,February,16,5,2472.33,12361.65,4,0,0,UPI,Silver,0,0
DN705771,EcoRent,USA,Direct,Luxury,2024-06-07,2024,June,17,8,9412.43,75299.44,2,2,0,Debit Card,Gold,1,0
DN705772,EcoRent,MYS,Corporate,Hatchback,2025-06-16,2025,June,10,7,1386.55,9705.85,2,0,0,Credit Card,Silver,0,0
DN705773,PrimeCars,IND,Online TA,Sedan,2025-05-27,2025,June,32,3,2420.96,7262.88,2,0,0,Credit Card,Platinum,1,0
DN705774,DriveNow,IND,Corporate,Sedan,2024-04-21,2024,May,35,2,1996.97,3993.94,1,0,0,UPI,None,0,0
DN705775,CityWheels,ARE,Direct,SUV,2026-08-03,2026,August,4,1,3683.75,3683.75,3,1,1,Debit Card,Gold,1,0
DN705776,CityWheels,MYS,Corporate,SUV,2024-03-25,2024,April,32,5,4391.76,21958.8,1,1,0,UPI,None,0,0
DN705777,DriveNow,DEU,Loyalty Club,SUV,2025-08-13,2025,August,1,4,3528.65,14114.6,3,2,0,Cash,Gold,0,0
DN705778,DriveNow,THA,Direct,Luxury,2024-07-27,2024,September,51,3,7378.88,22136.64,1,0,0,Cash,None,0,1
DN705779,DriveNow,IND,Online TA,Sedan,2024-03-31,2024,May,32,6,2932.71,17596.26,2,0,0,Corporate Billing,None,0,1
DN705780,CityWheels,JPN,Corporate,Premium SUV,2025-11-09,2025,December,31,7,6311.25,44178.75,2,0,0,Credit Card,Gold,0,1
DN705781,EcoRent,SGP,Direct,SUV,2024-06-14,2024,July,44,2,2916.92,5833.84,1,0,0,UPI,Silver,1,0
DN705782,RoadKing,DEU,Corporate,Sedan,2025-11-09,2026,February,103,13,1767.18,22973.34,2,0,0,Debit Card,Silver,0,0
DN705783,DriveNow,JPN,Direct,Premium SUV,2025-06-17,2025,October,115,3,5163.2,15489.6,1,0,0,UPI,None,0,0
DN705784,PrimeCars,IND,Corporate,Sedan,2026-01-20,2026,February,21,9,2407.52,21667.68,4,0,0,UPI,None,0,0
DN705785,PrimeCars,IND,Loyalty Club,Sedan,2026-06-14,2026,June,2,6,2476.45,14858.7,1,0,0,Credit Card,None,1,0
DN705786,RoadKing,AUS,Direct,SUV,2025-03-20,2025,April,21,4,3444.89,13779.56,2,3,0,Corporate Billing,Gold,0,1
DN705787,DriveNow,FRA,Online TA,SUV,2025-07-09,2025,August,36,9,2960.51,26644.59,2,1,0,UPI,None,0,0
DN705788,DriveNow,ARE,Corporate,Hatchback,2024-06-01,2024,August,67,3,1050.13,3150.39,2,1,0,Debit Card,Silver,1,0
DN705789,DriveNow,GBR,Corporate,Premium SUV,2024-07-14,2024,September,64,11,6343.6,69779.6,3,3,0,Debit Card,None,1,0
DN705790,RoadKing,ARE,Online TA,Sedan,2024-03-29,2024,April,7,5,2322.12,11610.6,2,0,0,Credit Card,None,0,0
DN705791,CityWheels,GBR,Online TA,Premium SUV,2025-01-03,2025,April,97,7,5135.22,35946.54,2,0,0,Credit Card,None,0,1
DN705792,RoadKing,USA,Offline TA/TO,Van,2024-07-30,2024,December,146,3,3231.81,9695.43,2,0,0,Cash,None,1,1
DN705793,DriveNow,IND,Online TA,Premium SUV,2026-04-07,2026,April,12,6,4793.79,28762.74,3,0,0,Cash,None,0,0
DN705794,CityWheels,GBR,Online TA,Sedan,2025-03-14,2025,April,40,7,3239.93,22679.51,2,0,0,Credit Card,None,0,0
DN705795,PrimeCars,FRA,Loyalty Club,Hatchback,2024-10-10,2024,November,37,5,2336.09,11680.45,4,0,0,Corporate Billing,None,1,0
DN705796,RoadKing,IND,Direct,Van,2024-06-05,2024,July,48,7,3785.81,26500.67,4,0,0,UPI,Platinum,0,0
DN705797,RoadKing,ARE,Offline TA/TO,Hatchback,2025-08-05,2025,October,60,6,1538.66,9231.96,1,1,0,Debit Card,None,1,0
DN705798,DriveNow,SGP,Loyalty Club,Hatchback,2024-05-15,2024,June,23,8,1230.48,9843.84,2,2,0,Debit Card,Gold,0,0
DN705799,EcoRent,THA,Online TA,Sedan,2024-06-24,2024,August,46,6,1628.77,9772.62,5,0,0,UPI,None,0,1
DN705800,CityWheels,IND,Direct,Sedan,2025-06-29,2025,July,7,8,2154.6,17236.8,3,0,0,Corporate Billing,Gold,1,0
DN705801,EcoRent,DEU,Online TA,Sedan,2025-06-30,2025,August,50,2,2244.73,4489.46,2,0,1,Debit Card,Platinum,0,0
DN705802,CityWheels,THA,Online TA,Sedan,2024-07-22,2024,August,15,8,2011.96,16095.68,1,0,0,Debit Card,Platinum,0,0
DN705803,DriveNow,IND,Online TA,Hatchback,2026-01-29,2026,March,46,5,1522.42,7612.1,3,0,0,Corporate Billing,None,0,0
DN705804,CityWheels,USA,Offline TA/TO,SUV,2024-04-13,2024,July,83,4,2564.95,10259.8,5,0,0,Credit Card,Silver,0,1
DN705805,RoadKing,IND,Offline TA/TO,Luxury,2025-06-15,2025,July,42,9,9897.98,89081.82,3,0,0,Cash,None,0,0
DN705806,DriveNow,ARE,Direct,Luxury,2023-06-22,2024,January,194,7,7636.41,53454.87,2,0,0,Credit Card,Silver,1,0
DN705807,PrimeCars,IND,Loyalty Club,Hatchback,2024-10-15,2024,November,25,1,1521.94,1521.94,2,0,0,Credit Card,Gold,0,0
DN705808,CityWheels,SGP,Corporate,Van,2026-05-06,2026,July,81,4,4195.61,16782.44,2,0,1,Credit Card,None,0,0
DN705809,PrimeCars,IND,Offline TA/TO,Hatchback,2024-01-01,2024,January,6,3,1256.44,3769.32,2,1,0,Debit Card,None,0,0
DN705810,PrimeCars,SGP,Direct,SUV,2024-01-28,2024,April,82,5,3043.66,15218.3,2,0,0,Corporate Billing,None,1,0
DN705811,EcoRent,FRA,Online TA,Hatchback,2025-11-01,2025,December,52,13,1124.83,14622.79,1,0,0,Corporate Billing,Platinum,0,0
DN705812,EcoRent,GBR,Direct,Hatchback,2025-02-13,2025,April,56,6,1766.01,10596.06,4,0,0,Cash,None,0,0
DN705813,EcoRent,ARE,Online TA,Hatchback,2023-12-25,2024,March,67,2,1107.9,2215.8,1,0,0,Corporate Billing,Gold,0,0
DN705814,CityWheels,USA,Direct,Hatchback,2024-04-07,2024,August,127,4,1143.11,4572.44,2,0,0,Corporate Billing,None,0,0
DN705815,PrimeCars,IND,Direct,Van,2025-07-06,2025,November,118,8,3447.8,27582.4,1,0,0,Credit Card,Gold,1,0
DN705816,CityWheels,SGP,Offline TA/TO,Sedan,2024-05-06,2024,June,45,4,2832.48,11329.92,3,0,0,Credit Card,Gold,0,0
DN705817,PrimeCars,IND,Offline TA/TO,Sedan,2026-03-19,2026,August,154,3,2009.26,6027.78,2,0,1,Debit Card,None,0,1
DN705818,EcoRent,ARE,Corporate,SUV,2025-11-04,2025,November,21,2,3977.95,7955.9,2,0,0,Cash,None,0,0
DN705819,CityWheels,IND,Loyalty Club,SUV,2025-03-29,2025,July,98,7,2858.54,20009.78,1,0,0,Credit Card,Gold,0,0
DN705820,EcoRent,IND,Direct,Luxury,2025-08-24,2025,November,89,4,7750.45,31001.8,2,1,0,Corporate Billing,None,0,0
DN705821,EcoRent,IND,Direct,SUV,2025-04-29,2025,August,105,4,3467.61,13870.44,1,0,1,Debit Card,None,1,0
DN705822,CityWheels,GBR,Corporate,Premium SUV,2025-07-16,2025,August,41,11,5541.38,60955.18,3,3,0,Credit Card,Platinum,0,0
DN705823,DriveNow,SGP,Corporate,Hatchback,2024-11-29,2025,January,55,5,1536.41,7682.05,3,0,0,Credit Card,None,0,0
DN705824,DriveNow,THA,Offline TA/TO,Premium SUV,2025-09-16,2025,October,22,5,5155.82,25779.1,1,0,0,Credit Card,None,0,0
DN705825,PrimeCars,IND,Direct,Sedan,2025-06-10,2025,July,34,9,2619.0,23571.0,1,0,0,Credit Card,Platinum,0,0
DN705826,DriveNow,IND,Direct,Van,2025-02-25,2025,March,31,7,2576.3,18034.1,3,0,0,UPI,Silver,0,0
DN705827,DriveNow,DEU,Direct,Van,2025-02-14,2025,May,82,8,4087.64,32701.12,1,0,0,Debit Card,None,0,0
DN705828,EcoRent,USA,Offline TA/TO,Sedan,2024-12-12,2025,February,51,7,1718.56,12029.92,4,0,0,Credit Card,None,0,1
DN705829,EcoRent,IND,Corporate,SUV,2025-01-30,2025,April,70,5,3481.72,17408.6,3,0,0,Credit Card,Silver,0,1
DN705830,DriveNow,IND,Online TA,SUV,2025-02-16,2025,June,121,6,3383.15,20298.9,3,0,0,UPI,None,0,0
DN705831,RoadKing,DEU,Online TA,Hatchback,2025-08-11,2025,August,13,5,1595.26,7976.3,2,0,1,UPI,None,0,0
DN705832,CityWheels,ZAF,Direct,Hatchback,2026-06-12,2026,July,39,6,1136.68,6820.08,4,0,0,Credit Card,Platinum,0,0
DN705833,CityWheels,ARE,Online TA,Van,2025-07-27,2025,September,44,6,3704.92,22229.52,4,0,0,Corporate Billing,Silver,1,1
DN705834,CityWheels,MYS,Online TA,SUV,2025-10-12,2025,December,71,1,3808.45,3808.45,2,1,0,Cash,None,0,0
DN705835,CityWheels,IND,Direct,SUV,2026-07-28,2026,October,77,2,2764.55,5529.1,1,1,1,UPI,Platinum,0,1
DN705836,PrimeCars,IND,Online TA,Sedan,2024-11-21,2025,March,118,3,2887.15,8661.45,2,0,0,Credit Card,None,0,0
DN705837,RoadKing,GBR,Corporate,Hatchback,2025-07-14,2025,July,10,9,1618.04,14562.36,4,0,0,Debit Card,Silver,0,0
DN705838,PrimeCars,FRA,Direct,Hatchback,2025-01-10,2025,March,70,1,2067.35,2067.35,3,0,1,Credit Card,None,1,0
DN705839,CityWheels,AUS,Corporate,Hatchback,2024-05-25,2024,June,18,8,1451.93,11615.44,3,0,1,UPI,None,0,0
DN705840,PrimeCars,ARE,Online TA,Hatchback,2025-02-22,2025,April,56,6,1613.22,9679.32,2,0,0,Corporate Billing,Silver,1,0
DN705841,RoadKing,DEU,Offline TA/TO,Van,2026-06-30,2026,August,38,8,3456.56,27652.48,1,0,0,Debit Card,Gold,0,0
DN705842,DriveNow,GBR,Loyalty Club,Sedan,2026-03-10,2026,June,102,4,2015.69,8062.76,2,0,0,Corporate Billing,Platinum,0,0
DN705843,CityWheels,SGP,Direct,Van,2026-06-09,2026,July,49,5,4779.38,23896.9,1,1,1,Debit Card,Silver,0,0
DN705844,DriveNow,USA,Direct,Sedan,2026-05-29,2026,August,72,5,2180.06,10900.3,3,0,0,Corporate Billing,None,0,1
DN705845,CityWheels,ARE,Direct,Hatchback,2026-08-13,2026,August,15,9,2072.2,18649.8,3,3,0,Credit Card,Silver,0,0
DN705846,CityWheels,ARE,Loyalty Club,SUV,2025-06-14,2025,June,6,3,2267.64,6802.92,1,0,0,Debit Card,None,0,0
DN705847,DriveNow,USA,Loyalty Club,Sedan,2024-05-01,2024,July,69,2,2776.88,5553.76,1,0,0,UPI,None,0,0
DN705848,EcoRent,MYS,Corporate,Hatchback,2025-06-16,2025,July,35,5,1513.7,7568.5,2,0,0,UPI,Gold,0,1
DN705849,CityWheels,SGP,Direct,Sedan,2026-06-30,2026,August,56,6,2040.72,12244.32,2,0,0,Credit Card,Silver,0,0
DN705850,PrimeCars,IND,Online TA,Sedan,2024-02-01,2024,May,107,1,2259.95,2259.95,2,0,0,Credit Card,None,0,0
DN705851,PrimeCars,GBR,Direct,Van,2024-01-24,2024,March,57,2,3271.69,6543.38,2,0,0,Debit Card,None,0,0
DN705852,DriveNow,IND,Offline TA/TO,Premium SUV,2025-01-13,2025,February,45,3,4370.24,13110.72,3,0,0,Credit Card,None,0,0
DN705853,EcoRent,DEU,Direct,Hatchback,2025-10-01,2025,December,75,3,2183.44,6550.32,2,0,1,Debit Card,None,0,0
DN705854,DriveNow,GBR,Corporate,Hatchback,2024-07-16,2024,September,50,7,1819.62,12737.34,3,3,0,Credit Card,None,0,0
DN705855,PrimeCars,GBR,Online TA,Van,2026-04-10,2026,May,31,9,3408.57,30677.13,1,0,0,UPI,None,0,0
DN705856,EcoRent,IND,Online TA,Hatchback,2024-07-05,2024,July,20,1,1418.17,1418.17,1,1,1,UPI,Silver,1,0
DN705857,DriveNow,IND,Offline TA/TO,SUV,2026-05-25,2026,June,32,9,3669.45,33025.05,1,1,1,UPI,Gold,1,0
DN705858,DriveNow,MYS,Direct,Van,2025-10-24,2025,November,33,5,4457.79,22288.95,2,0,0,Corporate Billing,None,1,0
DN705859,CityWheels,USA,Corporate,Sedan,2026-12-03,2026,December,1,5,2340.43,11702.15,1,1,0,Debit Card,Silver,0,1
DN705860,RoadKing,IND,Online TA,SUV,2025-05-11,2025,September,122,2,3160.73,6321.46,2,2,1,UPI,Silver,1,0
DN705861,DriveNow,FRA,Direct,Van,2026-03-22,2026,March,3,2,4123.47,8246.94,2,0,0,Debit Card,None,0,1
DN705862,CityWheels,ZAF,Direct,Van,2025-06-19,2025,September,99,8,4345.33,34762.64,3,0,1,Credit Card,None,0,1
DN705863,PrimeCars,ARE,Direct,Hatchback,2025-03-02,2025,May,60,15,1872.04,28080.6,1,1,0,UPI,None,1,1
DN705864,PrimeCars,ARE,Direct,Sedan,2025-05-18,2025,May,3,10,2162.83,21628.3,2,2,0,Credit Card,None,0,0
DN705865,DriveNow,DEU,Online TA,Premium SUV,2025-09-16,2025,November,57,2,5051.1,10102.2,2,0,0,Corporate Billing,Silver,0,0
DN705866,DriveNow,ZAF,Corporate,Luxury,2025-04-19,2025,May,15,2,7871.18,15742.36,2,2,1,Credit Card,None,0,0
DN705867,PrimeCars,GBR,Direct,Premium SUV,2026-10-08,2026,November,39,3,5323.18,15969.54,3,1,0,Credit Card,Gold,0,0
DN705868,RoadKing,IND,Online TA,Premium SUV,2024-10-03,2024,November,53,7,6928.53,48499.71,2,0,0,UPI,None,0,0
DN705869,RoadKing,USA,Corporate,SUV,2025-01-10,2025,February,29,5,2526.04,12630.2,2,0,0,Credit Card,Gold,1,0
DN705870,EcoRent,FRA,Online TA,SUV,2026-05-21,2026,June,26,8,3874.28,30994.24,1,0,0,Cash,None,0,0
DN705871,CityWheels,JPN,Direct,SUV,2026-04-22,2026,July,93,5,2278.62,11393.1,4,0,0,Debit Card,None,0,0
DN705872,PrimeCars,USA,Direct,Premium SUV,2026-09-02,2026,October,52,12,5511.39,66136.68,3,0,0,Corporate Billing,None,0,0
DN705873,PrimeCars,IND,Offline TA/TO,SUV,2026-03-27,2026,July,101,8,3306.21,26449.68,1,0,0,Debit Card,None,0,0
DN705874,DriveNow,IND,Online TA,SUV,2026-03-11,2026,May,78,7,3191.83,22342.81,3,0,0,UPI,None,0,0
DN705875,PrimeCars,DEU,Corporate,Sedan,2024-03-10,2024,April,38,2,3337.19,6674.38,2,1,0,Cash,None,1,0
DN705876,PrimeCars,ARE,Direct,SUV,2026-01-18,2026,January,8,1,3953.66,3953.66,1,0,0,Debit Card,None,0,1
DN705877,EcoRent,SGP,Loyalty Club,Hatchback,2025-06-24,2025,July,28,9,1984.74,17862.66,3,0,0,Debit Card,None,1,0
DN705878,RoadKing,IND,Direct,Hatchback,2025-03-20,2025,June,87,3,1880.79,5642.37,2,0,0,Credit Card,Silver,0,0
DN705879,RoadKing,IND,Online TA,Sedan,2025-01-30,2025,April,82,2,2660.6,5321.2,2,2,0,Credit Card,None,0,0
DN705880,CityWheels,THA,Direct,Sedan,2024-05-30,2024,September,97,2,2689.52,5379.04,5,0,0,Credit Card,Gold,1,0
DN705881,PrimeCars,ZAF,Loyalty Club,SUV,2026-06-14,2026,September,87,7,3407.92,23855.44,5,1,0,Debit Card,Silver,1,0
DN705882,RoadKing,MYS,Online TA,Van,2024-08-07,2024,September,26,6,4688.66,28131.96,2,0,0,Corporate Billing,None,1,0
DN705883,PrimeCars,JPN,Direct,Hatchback,2026-04-27,2026,May,7,8,1640.75,13126.0,2,0,0,Credit Card,None,0,1
DN705884,CityWheels,MYS,Online TA,Hatchback,2025-09-20,2025,December,77,3,1492.44,4477.32,2,0,1,Credit Card,None,0,1
DN705885,RoadKing,IND,Offline TA/TO,Hatchback,2025-08-07,2025,September,34,12,2164.64,25975.68,2,0,0,Credit Card,None,0,0
DN705886,PrimeCars,SGP,Offline TA/TO,Sedan,2024-09-05,2024,October,47,6,2835.33,17011.98,3,0,0,Debit Card,None,1,0
DN705887,CityWheels,IND,Offline TA/TO,Hatchback,2024-09-24,2024,September,1,7,1756.48,12295.36,2,0,0,Credit Card,None,1,0
DN705888,DriveNow,ZAF,Online TA,Sedan,2026-09-08,2026,October,30,6,2357.8,14146.8,4,0,0,Corporate Billing,None,0,0
DN705889,PrimeCars,MYS,Offline TA/TO,Hatchback,2026-06-17,2026,June,2,4,1833.99,7335.96,2,0,1,Credit Card,None,0,0
DN705890,CityWheels,IND,Corporate,Sedan,2026-02-27,2026,March,22,14,3028.77,42402.78,3,0,0,Corporate Billing,Silver,0,0
DN705891,CityWheels,AUS,Loyalty Club,Hatchback,2026-06-03,2026,August,71,2,1691.05,3382.1,3,1,0,UPI,None,0,0
DN705892,CityWheels,MYS,Direct,Sedan,2025-01-02,2025,February,47,2,2847.45,5694.9,1,0,0,UPI,Gold,0,0
DN705893,DriveNow,SGP,Online TA,SUV,2024-02-16,2024,April,59,2,3464.07,6928.14,3,1,0,Corporate Billing,Gold,0,0
DN705894,RoadKing,AUS,Loyalty Club,Luxury,2024-07-10,2024,November,114,9,7677.66,69098.94,2,2,1,Cash,None,0,0
DN705895,CityWheels,IND,Corporate,Luxury,2024-10-19,2024,December,58,2,8860.77,17721.54,1,3,0,Credit Card,None,0,0
DN705896,DriveNow,DEU,Corporate,SUV,2025-04-15,2025,June,53,2,2572.13,5144.26,2,2,1,Cash,None,0,0
DN705897,PrimeCars,THA,Corporate,Premium SUV,2024-07-23,2024,September,62,5,4843.28,24216.4,1,0,0,Credit Card,None,0,0
DN705898,RoadKing,FRA,Online TA,Hatchback,2025-04-11,2025,June,69,10,1223.33,12233.3,2,1,0,Credit Card,None,1,0
DN705899,CityWheels,ARE,Direct,Sedan,2025-09-18,2025,December,88,12,1549.72,18596.64,1,0,0,Debit Card,None,0,0
DN705900,EcoRent,IND,Direct,Sedan,2025-01-12,2025,February,44,3,2520.51,7561.53,2,0,0,Credit Card,Gold,0,1
DN705901,PrimeCars,USA,Online TA,Sedan,2024-08-27,2024,October,53,7,2440.69,17084.83,2,2,0,Credit Card,Silver,0,0
DN705902,RoadKing,IND,Online TA,Hatchback,2024-08-22,2024,September,25,4,1492.46,5969.84,2,0,0,Credit Card,None,0,0
DN705903,RoadKing,THA,Corporate,Sedan,2026-07-07,2026,July,4,13,1933.29,25132.77,4,0,0,Corporate Billing,None,0,0
DN705904,EcoRent,IND,Corporate,SUV,2024-04-23,2024,July,88,5,3307.93,16539.65,2,0,0,UPI,Silver,0,0
DN705905,EcoRent,IND,Corporate,Van,2026-03-08,2026,April,44,11,2917.56,32093.16,1,2,0,Debit Card,None,0,0
DN705906,PrimeCars,IND,Online TA,Sedan,2025-09-29,2025,October,22,3,2057.28,6171.84,2,0,0,Credit Card,Silver,0,0
DN705907,PrimeCars,ZAF,Online TA,Sedan,2026-06-21,2026,July,10,4,2258.01,9032.04,2,2,0,UPI,None,1,0
DN705908,CityWheels,IND,Direct,Luxury,2025-10-25,2025,November,8,6,6141.73,36850.38,1,0,0,Debit Card,None,0,1
DN705909,CityWheels,IND,Offline TA/TO,Premium SUV,2025-05-08,2025,June,51,8,4148.41,33187.28,2,1,1,Corporate Billing,None,0,1
DN705910,EcoRent,SGP,Online TA,Hatchback,2024-10-14,2025,February,115,15,2022.66,30339.9,2,1,1,Debit Card,None,0,0
DN705911,EcoRent,SGP,Corporate,Luxury,2025-05-02,2025,June,49,7,10797.35,75581.45,2,2,0,Credit Card,Platinum,0,0
DN705912,PrimeCars,GBR,Online TA,SUV,2025-07-30,2025,October,68,4,3628.63,14514.52,2,0,1,UPI,None,0,1
DN705913,DriveNow,USA,Corporate,Van,2025-12-15,2026,January,25,6,3720.45,22322.7,2,1,0,Corporate Billing,Silver,0,1
DN705914,PrimeCars,ZAF,Offline TA/TO,Sedan,2024-02-05,2024,May,87,6,2702.32,16213.92,2,0,0,UPI,None,0,0
DN705915,RoadKing,ARE,Online TA,SUV,2023-08-29,2024,January,147,4,2701.7,10806.8,4,0,0,UPI,Silver,0,1
DN705916,RoadKing,AUS,Direct,Sedan,2026-04-30,2026,July,85,3,2388.59,7165.77,2,0,0,UPI,Gold,0,1
DN705917,DriveNow,SGP,Online TA,Van,2025-03-19,2025,May,51,10,2620.79,26207.9,1,0,0,UPI,None,0,1
DN705918,RoadKing,ARE,Loyalty Club,Hatchback,2024-10-23,2024,November,15,4,1594.6,6378.4,2,2,0,Cash,Silver,0,0
DN705919,PrimeCars,THA,Online TA,SUV,2024-12-15,2025,March,95,2,2444.97,4889.94,1,0,0,Corporate Billing,None,0,0
DN705920,CityWheels,USA,Direct,Sedan,2025-06-17,2025,July,29,1,2465.67,2465.67,3,2,0,Credit Card,None,0,0
DN705921,RoadKing,ARE,Online TA,Sedan,2025-04-07,2025,April,2,6,2658.21,15949.26,3,0,0,Credit Card,None,0,0
DN705922,RoadKing,IND,Loyalty Club,Van,2025-07-04,2025,July,9,13,4009.3,52120.9,2,1,0,UPI,Gold,0,0
DN705923,RoadKing,SGP,Direct,Sedan,2025-02-05,2025,February,15,8,3257.02,26056.16,2,2,0,UPI,None,0,0
DN705924,DriveNow,IND,Direct,Sedan,2024-01-07,2024,April,86,5,2866.54,14332.7,1,0,0,UPI,Gold,0,0
DN705925,PrimeCars,IND,Offline TA/TO,SUV,2026-06-27,2026,September,76,6,4218.44,25310.64,1,1,0,Corporate Billing,None,0,0
DN705926,DriveNow,IND,Offline TA/TO,Hatchback,2025-05-22,2025,June,20,4,1889.28,7557.12,2,1,1,Credit Card,None,0,0
DN705927,RoadKing,SGP,Offline TA/TO,Premium SUV,2024-08-16,2024,September,22,3,4597.3,13791.9,2,0,0,Cash,None,1,0
DN705928,DriveNow,IND,Online TA,Sedan,2024-01-08,2024,February,30,2,2340.66,4681.32,3,2,0,UPI,Silver,0,0
DN705929,DriveNow,ARE,Online TA,Hatchback,2026-05-12,2026,August,101,2,1314.79,2629.58,2,0,0,UPI,None,0,0
DN705930,PrimeCars,IND,Direct,Hatchback,2024-01-12,2024,January,1,5,2233.5,11167.5,1,0,0,Debit Card,None,0,1
DN705931,EcoRent,GBR,Online TA,Sedan,2025-06-04,2025,July,47,5,2751.64,13758.2,2,0,0,Credit Card,None,0,1
DN705932,PrimeCars,USA,Online TA,Sedan,2025-05-24,2025,June,35,7,3159.33,22115.31,2,1,0,UPI,Platinum,0,0
DN705933,DriveNow,THA,Online TA,SUV,2026-01-08,2026,January,5,5,2438.85,12194.25,2,0,0,UPI,None,1,0
DN705934,EcoRent,IND,Corporate,SUV,2025-02-22,2025,May,74,1,3335.25,3335.25,4,0,0,UPI,Gold,0,0
DN705935,EcoRent,IND,Online TA,Hatchback,2024-06-29,2024,August,35,10,1325.53,13255.3,2,0,0,UPI,Gold,0,0
DN705936,PrimeCars,IND,Corporate,Sedan,2026-03-06,2026,July,120,3,1875.19,5625.57,3,0,0,Credit Card,None,0,0
DN705937,PrimeCars,IND,Loyalty Club,Van,2024-01-28,2024,April,84,9,4189.17,37702.53,5,0,0,Credit Card,None,1,0
DN705938,RoadKing,IND,Corporate,Luxury,2024-08-17,2024,December,113,10,11357.1,113571.0,2,0,0,Credit Card,Silver,0,0
DN705939,DriveNow,THA,Direct,Hatchback,2025-08-02,2025,November,101,5,833.77,4168.85,3,1,0,UPI,None,0,0
DN705940,DriveNow,USA,Loyalty Club,Sedan,2025-05-08,2025,July,62,6,2543.65,15261.9,2,0,0,Credit Card,None,1,0
DN705941,CityWheels,DEU,Direct,Van,2026-06-16,2026,July,24,2,4199.03,8398.06,2,0,1,Credit Card,Gold,0,0
DN705942,EcoRent,USA,Corporate,SUV,2025-06-13,2025,August,65,4,3768.09,15072.36,2,0,0,Credit Card,Platinum,0,0
