booking_id,airline,travel_year,travel_month,lead_time,adults,children,infants,country,agent,corporate_account,cabin_class,fare,is_cancelled,booking_channel,reservation_status,reservation_status_date,checked_bags,seat_changes
AL512848,AirAsia India,2025,April,33,3,0,0,SGP,228,,Economy,6103.11,0,Website,Check-Out,2025-05-20,0,1
AL515724,Vistara,2025,August,115,2,0,0,AUS,,,Economy,7972.77,0,Mobile App,Check-Out,2025-08-30,2,0
AL500703,Vistara,2025,October,135,1,0,0,IND,331,,Economy,5063.52,0,Mobile App,Check-Out,2025-10-29,3,0
AL504264,Air India,2025,September,53,2,0,0,SGP,153,,Economy,9302.57,0,Travel Agent,Check-Out,2025-10-18,2,2
AL501708,SpiceJet,2026,July,3,2,0,0,LKA,115,,Economy,8742.86,0,Travel Agent,Check-Out,2026-08-20,0,1
AL508231,Akasa Air,2024,June,52,1,0,0,GBR,336,,Economy,9902.77,0,Travel Agent,Check-Out,2024-06-15,2,0
AL500746,Air India,2025,May,99,1,0,0,USA,161,,Economy,6956.8,0,Website,Check-Out,2025-05-16,3,2
AL505069,SpiceJet,2024,October,145,1,0,0,IND,81,,Economy,10250.4,0,Website,Check-Out,2024-10-16,0,2
AL512702,AirAsia India,2024,June,160,1,0,0,THA,174,,Premium Economy,13759.45,0,Website,Check-Out,2024-07-05,3,2
AL503680,AirAsia India,2025,October,95,2,0,0,LKA,36,,Economy,5785.77,0,Airport Counter,Check-Out,2025-11-15,1,0
AL514143,Akasa Air,2025,April,9,1,0,0,GBR,287,,Economy,11201.77,0,Website,Check-Out,2025-04-25,3,2
AL514809,SpiceJet,2025,April,126,2,0,0,ARE,89,,Premium Economy,20443.09,0,Travel Agent,Check-Out,2025-05-11,1,0
AL501587,SpiceJet,2024,February,58,1,0,0,IND,272,,Economy,11287.68,0,Mobile App,Check-Out,2024-02-05,2,0
AL511405,Air India,2025,September,43,1,0,0,AUS,192,,Economy,7269.25,0,Website,Check-Out,2025-10-21,2,0
AL504536,AirAsia India,2024,March,12,1,0,0,USA,225,,Economy,NA,1,Travel Agent,Canceled,2024-03-19,0,0
AL510796,AirAsia India,2025,March,135,3,2,0,MYS,1,,Business,25321.68,0,Website,Check-Out,2025-04-14,1,1
AL509570,Air India,2025,May,19,1,0,0,IND,97,C430,Economy,6449.16,0,Website,Check-Out,2025-05-20,1,2
AL500513,SpiceJet,2025,February,101,2,0,0,DEU,211,,First,65093.67,1,Travel Agent,Canceled,2025-02-06,0,2
AL503481,Akasa Air,2026,November,35,3,0,0,ARE,179,,Premium Economy,13129.15,0,Travel Agent,Check-Out,2026-12-12,2,1
AL510554,SpiceJet,2025,September,21,2,0,0,LKA,167,,Economy,7137.81,0,Website,Check-Out,2025-10-22,1,0
AL506971,Vistara,2024,May,97,2,0,0,ARE,189,,Economy,5697.86,0,Website,Check-Out,2024-06-06,3,2
AL503940,SpiceJet,2026,May,125,2,0,0,IND,,,Economy,7549.17,0,Website,Check-Out,2026-06-06,2,1
AL510324,Air India,2025,October,6,2,0,0,QAT,73,C757,Premium Economy,13308.19,0,Corporate Desk,Check-Out,2025-10-31,2,1
AL502651,SpiceJet,2024,March,8,1,0,0,IND,186,,Business,34478.28,0,Mobile App,Check-Out,2024-03-13,0,0
AL501562,SpiceJet,2025,June,114,1,0,0,IND,282,,Premium Economy,14693.44,0,Corporate Desk,Check-Out,2025-06-20,0,0
AL514745,Akasa Air,2025,April,98,2,0,0,SGP,96,,Economy,9198.14,0,Airport Counter,Check-Out,2025-05-15,0,0
AL505200,Vistara,2025,April,13,1,0,0,QAT,319,,Economy,7140.82,0,Airport Counter,Check-Out,2025-05-21,3,0
AL514603,Air India,2024,October,76,1,0,0,IND,118,,Business,NA,0,Mobile App,Check-Out,2024-10-11,0,0
AL509923,SpiceJet,2024,January,77,1,0,0,ARE,295,,Business,19641.69,0,Corporate Desk,No-Show,2024-02-08,2,0
AL502675,SpiceJet,2025,February,15,2,0,0,ARE,,,Economy,5246.75,0,Airport Counter,Check-Out,2025-03-07,1,1
AL502129,AirAsia India,2024,September,42,2,0,0,IND,238,,Economy,11387.49,1,Travel Agent,Canceled,2024-09-25,1,0
AL508072,SpiceJet,2026,November,59,1,0,0,LKA,,,Economy,6644.28,0,Travel Agent,Check-Out,2026-12-17,0,1
AL515966,Vistara,2024,June,9,2,0,0,,128,,Economy,8591.31,0,Corporate Desk,No-Show,2024-06-13,1,0
AL510794,IndiGo,2025,June,31,1,0,0,IND,234,,Economy,5093.52,1,Website,Canceled,2025-07-22,0,0
AL506070,Akasa Air,2026,February,133,1,0,0,NPL,114,,Premium Economy,10557.17,0,Website,No-Show,2026-03-09,1,1
AL513634,Vistara,2024,September,125,2,2,0,IND,161,,Economy,4481.08,0,Airport Counter,Check-Out,2024-09-24,1,1
AL502588,SpiceJet,2025,March,37,1,0,0,GBR,306,,Economy,3320.81,0,Travel Agent,Check-Out,2025-03-29,2,0
AL505686,IndiGo,2025,October,24,1,0,0,AUS,125,,Economy,7691.42,0,Travel Agent,Check-Out,2025-11-08,3,1
AL502557,AirAsia India,2026,December,39,1,0,0,SGP,138,,First,23755.4,0,Airport Counter,Check-Out,2026-12-18,3,1
AL501624,AirAsia India,2025,March,22,1,1,0,LKA,,,Economy,6394.95,0,Mobile App,Check-Out,2025-03-22,3,1
AL512631,SpiceJet,2025,November,67,1,0,0,LKA,,,Economy,8873.66,0,Airport Counter,No-Show,2025-12-11,1,2
AL507372,Vistara,2024,August,68,1,0,0,USA,253,,Premium Economy,9842.88,0,Travel Agent,Check-Out,2024-09-28,0,2
AL505264,SpiceJet,2026,April,153,1,0,0,AUS,284,,Economy,12011.57,1,Corporate Desk,Canceled,2026-05-08,2,2
AL506232,Air India,2025,July,9,1,1,0,IND,243,,Business,22066.48,0,Website,Check-Out,2025-07-30,2,2
AL514984,SpiceJet,2024,May,42,2,0,0,IND,273,,Economy,4756.97,1,Corporate Desk,Canceled,2024-05-10,1,0
AL507383,Air India,2025,November,130,3,0,0,ARE,97,,First,50832.5,0,Website,Check-Out,2025-12-08,3,1
AL511411,Akasa Air,2025,April,42,1,,0,IND,97,,Economy,11937.71,0,Corporate Desk,Check-Out,2025-05-08,0,2
AL500547,SpiceJet,2024,March,133,2,1,0,QAT,339,,Economy,5014.74,0,Travel Agent,Check-Out,2024-04-16,1,1
AL515084,IndiGo,2024,August,96,2,0,0,AUS,,,Premium Economy,NA,1,Mobile App,Canceled,2024-09-08,3,1
AL508470,SpiceJet,2025,April,130,1,0,0,IND,239,,Economy,8387.54,0,Travel Agent,Check-Out,2025-05-04,1,2
AL504327,Vistara,2026,July,84,1,0,0,IND,,,Premium Economy,11709.66,0,Corporate Desk,Check-Out,2026-07-22,3,0
AL514328,SpiceJet,2025,August,44,1,0,0,AUS,189,,Economy,5936.12,0,Mobile App,Check-Out,2025-08-26,3,0
AL501153,Akasa Air,2024,February,32,1,0,0,IND,75,C826,Economy,12146.7,0,Airport Counter,Check-Out,2024-02-13,0,2
AL503114,SpiceJet,2025,December,113,2,2,0,IND,,,Business,25238.03,0,Corporate Desk,Check-Out,2025-12-25,3,1
AL502666,Vistara,2024,August,111,1,0,0,ARE,28,C521,Economy,7096.29,1,Travel Agent,Canceled,2024-09-08,2,0
AL514948,Vistara,2026,June,90,3,0,0,QAT,101,,Business,41745.64,1,Travel Agent,Canceled,2026-06-30,1,2
AL505077,Akasa Air,2024,August,46,1,0,0,QAT,123,,Business,39878.74,0,Airport Counter,Check-Out,2024-08-28,2,0
AL500600,Vistara,2026,September,24,3,0,0,GBR,218,,Economy,10169.41,1,Website,Canceled,2026-09-30,2,1
AL512439,Air India,2024,October,8,1,0,0,SGP,266,,Economy,9210.76,0,Corporate Desk,No-Show,2024-10-31,3,1
AL509319,AirAsia India,2026,August,84,2,3,0,ARE,225,,Premium Economy,10939.46,0,Airport Counter,Check-Out,2026-08-29,2,0
AL513650,Akasa Air,2024,February,81,2,0,0,USA,,,Economy,9647.82,0,Mobile App,Check-Out,2024-04-02,1,2
AL514497,SpiceJet,2025,August,70,1,0,0,IND,225,,Premium Economy,16088.91,1,Mobile App,Canceled,2025-08-22,2,1
AL509059,Vistara,2025,January,228,2,,0,QAT,162,,Economy,9227.37,0,Website,Check-Out,2025-02-01,1,0
AL515238,Air India,2024,November,85,1,0,0,USA,132,,Economy,8526.02,0,Travel Agent,Check-Out,2024-12-28,3,0
AL509440,Air India,2026,May,64,1,,0,THA,171,,Economy,8150.02,0,Corporate Desk,Check-Out,2026-05-05,3,0
AL502406,Air India,2025,August,12,2,0,0,SGP,246,,Premium Economy,23003.49,0,Travel Agent,Check-Out,2025-08-05,1,0
AL505985,Air India,2025,December,58,1,0,0,AUS,,C663,Business,31966.41,0,Website,Check-Out,2025-12-19,3,1
AL506558,Air India,2025,January,15,2,1,0,USA,263,,Business,19060.74,0,Corporate Desk,Check-Out,2025-02-21,3,0
AL500341,Vistara,2025,August,72,1,0,0,LKA,201,,Economy,7144.57,0,Mobile App,Check-Out,2025-08-14,2,0
AL512501,AirAsia India,2025,March,5,3,1,0,IND,52,,Economy,4872.83,1,Travel Agent,Canceled,2025-04-06,0,2
AL508180,Akasa Air,2025,December,154,2,0,0,IND,334,,Economy,7379.6,0,Website,Check-Out,2026-01-28,1,1
AL502986,IndiGo,2024,April,67,1,0,0,QAT,285,,First,37411.78,0,Travel Agent,Check-Out,2024-04-14,1,2
AL511940,Akasa Air,2026,October,82,1,0,0,GBR,294,,Economy,7543.06,0,Website,Check-Out,2026-10-25,0,0
AL502314,Vistara,2026,November,79,2,0,0,AUS,78,,Business,23036.36,0,Corporate Desk,Check-Out,2026-12-09,1,2
AL511964,Air India,2026,December,87,2,NA,0,IND,181,,Business,22841.74,0,Website,Check-Out,2026-12-23,2,2
AL505728,Air India,2025,April,10,2,NA,0,IND,162,,Economy,6332.06,0,Website,Check-Out,2025-04-19,2,2
AL503083,Akasa Air,2026,August,48,1,0,0,IND,336,,Economy,9403.99,0,Website,Check-Out,2026-09-20,2,2
AL514572,SpiceJet,2026,July,18,1,3,0,IND,154,,Economy,4072.06,0,Corporate Desk,Check-Out,2026-08-27,2,2
AL506890,Vistara,2025,December,80,2,0,0,IND,183,,Economy,10154.12,0,Airport Counter,Check-Out,2025-12-06,3,2
AL501178,Air India,2025,February,73,2,0,0,AUS,152,,Economy,10298.83,0,Mobile App,Check-Out,2025-02-26,1,2
AL514453,IndiGo,2025,April,6,2,0,1,,9,,Economy,4112.73,0,Mobile App,Check-Out,2025-05-02,1,2
AL500496,AirAsia India,2026,July,48,2,0,0,AUS,204,,Premium Economy,20941.06,0,Airport Counter,Check-Out,2026-07-14,0,1
AL505521,Akasa Air,2026,September,26,1,0,0,,126,,Economy,8233.04,0,Travel Agent,Check-Out,2026-09-18,3,2
AL514197,Akasa Air,2024,October,10,3,2,0,AUS,241,,Premium Economy,13873.99,1,Mobile App,Canceled,2024-11-09,0,2
AL502398,IndiGo,2025,August,32,2,0,0,IND,,,Premium Economy,13168.54,0,Website,Check-Out,2025-08-25,1,2
AL505797,AirAsia India,2025,February,68,2,1,0,IND,71,,Business,16410.7,0,Mobile App,Check-Out,2025-02-04,0,2
AL511796,SpiceJet,2025,January,112,1,0,0,ARE,105,,Economy,10315.64,0,Website,Check-Out,2025-01-14,0,0
AL508675,SpiceJet,2024,December,48,1,,1,,116,,First,45565.18,0,Travel Agent,Check-Out,2025-01-09,0,1
AL510821,Vistara,2024,January,110,1,2,0,IND,95,,Premium Economy,17284.32,0,Corporate Desk,Check-Out,2024-02-22,0,2
AL510603,AirAsia India,2024,May,3,1,0,0,IND,258,,Economy,5356.03,0,Website,Check-Out,2024-05-13,3,2
AL506457,Akasa Air,2026,August,26,1,0,0,IND,150,,Economy,7534.69,0,Corporate Desk,Check-Out,2026-08-28,3,2
AL504995,Air India,2025,April,24,1,1,0,MYS,190,,Economy,7699.91,0,Mobile App,Check-Out,2025-04-20,2,0
AL500275,IndiGo,2025,May,4,2,0,0,SGP,269,,Economy,7670.32,0,Travel Agent,Check-Out,2025-05-11,3,2
AL513902,IndiGo,2024,August,112,1,0,0,QAT,314,,Economy,13741.06,0,Airport Counter,Check-Out,2024-09-25,1,2
AL509057,AirAsia India,2025,April,108,1,0,0,IND,209,,Economy,6836.61,0,Website,Check-Out,2025-05-05,3,0
AL500973,Akasa Air,2024,July,78,3,0,0,IND,137,,Premium Economy,18947.27,0,Mobile App,Check-Out,2024-07-31,1,2
AL510166,IndiGo,2026,February,106,2,0,0,ARE,249,,Economy,7979.94,0,Airport Counter,No-Show,2026-03-27,2,1
AL510321,Vistara,2024,April,108,2,1,0,ARE,32,,Economy,9582.77,1,Corporate Desk,Canceled,2024-04-04,1,2
AL514831,AirAsia India,2025,September,94,3,2,0,IND,240,,Economy,3460.05,1,Website,Canceled,2025-10-04,3,1
AL505353,Vistara,2024,April,69,1,0,0,IND,306,,Economy,12003.72,0,Corporate Desk,Check-Out,2024-04-29,3,2
AL511178,AirAsia India,2024,March,16,1,0,0,MYS,210,,Economy,7017.93,0,Mobile App,Check-Out,2024-03-05,0,2
AL502238,SpiceJet,2026,April,43,3,NA,0,USA,149,,Economy,9677.97,0,Travel Agent,Check-Out,2026-05-17,1,0
AL514150,Air India,2024,December,9,1,0,0,MYS,112,,Premium Economy,7684.72,0,Website,Check-Out,2025-01-19,3,1
AL512416,Akasa Air,2025,November,35,1,0,0,,311,,Premium Economy,19222.56,0,Website,Check-Out,2025-11-23,3,0
AL503435,IndiGo,2025,July,86,3,0,0,LKA,38,,Economy,6358.73,1,Corporate Desk,Canceled,2025-07-08,0,0
AL512236,IndiGo,2025,May,45,1,0,0,GBR,253,,Economy,5439.38,1,Mobile App,Canceled,2025-06-09,0,2
AL504679,AirAsia India,2025,June,30,1,NA,0,MYS,216,,Economy,4748.66,0,Corporate Desk,Check-Out,2025-07-11,3,0
AL514713,Akasa Air,2024,October,184,2,0,0,ARE,304,,Business,19298.62,0,Travel Agent,Check-Out,2024-11-01,2,1
AL501185,SpiceJet,2025,January,21,2,0,0,GBR,19,,Economy,7246.84,0,Corporate Desk,Check-Out,2025-01-19,3,1
AL515254,SpiceJet,2026,October,64,1,0,0,IND,269,,Economy,8752.85,0,Corporate Desk,Check-Out,2026-11-01,1,2
AL510103,IndiGo,2024,April,116,1,3,0,ARE,228,,Economy,7565.4,0,Travel Agent,Check-Out,2024-05-04,1,1
AL505046,Akasa Air,2025,March,112,2,0,0,ARE,299,,Business,17027.12,0,Travel Agent,Check-Out,2025-03-28,3,2
AL508151,AirAsia India,2026,March,32,1,0,0,GBR,,,Economy,6289.1,0,Corporate Desk,No-Show,2026-04-18,1,2
AL506843,IndiGo,2024,July,73,1,0,1,SGP,313,,Economy,4201.38,0,Corporate Desk,Check-Out,2024-07-14,0,1
AL509402,Akasa Air,2026,July,29,2,2,0,IND,121,,Economy,8157.56,0,Website,Check-Out,2026-08-13,3,1
AL511419,IndiGo,2026,May,17,1,0,0,,125,,Business,47284.78,0,Mobile App,Check-Out,2026-06-27,2,2
AL504221,AirAsia India,2025,September,108,2,0,0,ARE,256,C197,Economy,8336.44,0,Website,Check-Out,2025-09-16,1,1
AL508051,IndiGo,2024,September,7,2,0,0,LKA,266,,Premium Economy,12340.69,0,Airport Counter,Check-Out,2024-10-17,3,1
AL508583,Vistara,2024,April,57,3,2,0,IND,328,,Economy,11257.42,0,Mobile App,Check-Out,2024-05-08,1,0
AL502409,IndiGo,2024,December,43,2,0,0,QAT,32,,Premium Economy,15634.85,0,Travel Agent,Check-Out,2024-12-12,0,2
AL504457,Air India,2024,November,94,2,0,0,ARE,97,,Business,34492.91,1,Website,Canceled,2024-11-25,2,1
AL502443,Vistara,2025,November,7,2,0,0,SGP,157,,Economy,10521.67,0,Corporate Desk,Check-Out,2025-12-17,2,1
AL507576,Vistara,2026,October,35,1,1,0,IND,228,,Premium Economy,11916.47,0,Corporate Desk,Check-Out,2026-11-03,0,2
AL503713,Vistara,2026,November,72,1,0,0,USA,252,,Economy,NA,0,Corporate Desk,Check-Out,2026-12-25,2,1
AL503247,AirAsia India,2026,March,22,2,0,0,IND,117,,Economy,8662.56,0,Mobile App,Check-Out,2026-04-02,0,0
AL508198,Air India,2024,May,83,2,2,0,USA,164,,Economy,12107.03,1,Mobile App,Canceled,2024-06-24,3,1
AL508367,AirAsia India,2024,May,95,1,0,0,IND,,,Business,30352.06,0,Website,Check-Out,2024-06-23,3,2
AL511025,Air India,2025,November,88,2,0,0,IND,330,,Economy,4578.94,0,Mobile App,Check-Out,2025-12-12,0,0
AL504973,Vistara,2026,January,23,1,0,0,IND,130,,Economy,9058.47,0,Mobile App,Check-Out,2026-01-11,0,2
AL515552,AirAsia India,2026,March,76,1,0,0,IND,178,C345,Economy,8819.85,0,Airport Counter,Check-Out,2026-03-25,2,1
AL510525,AirAsia India,2024,July,90,2,0,0,IND,327,,Economy,7074.69,0,Airport Counter,Check-Out,2024-08-13,0,2
AL511266,SpiceJet,2026,September,160,1,0,0,MYS,51,,Premium Economy,13533.87,0,Corporate Desk,Check-Out,2026-09-21,2,2
AL503735,Akasa Air,2025,September,15,1,0,0,IND,17,,Premium Economy,10401.83,0,Travel Agent,Check-Out,2025-09-28,0,1
AL513633,Air India,2025,January,40,1,0,0,ARE,1,,Economy,9702.41,0,Corporate Desk,Check-Out,2025-01-19,1,0
AL502041,Air India,2025,September,12,1,0,0,IND,123,,Premium Economy,11546.47,0,Website,Check-Out,2025-10-26,3,2
AL501644,Vistara,2026,November,13,2,3,1,,231,,Economy,9073.62,0,Mobile App,Check-Out,2026-11-29,3,0
AL514952,Air India,2025,February,80,2,0,0,IND,278,,Economy,7135.74,0,Website,Check-Out,2025-03-27,2,2
AL504158,AirAsia India,2025,December,5,3,0,0,QAT,72,C720,Economy,12184.75,0,Corporate Desk,Check-Out,2026-02-01,0,2
AL503463,Air India,2025,July,16,1,0,0,MYS,156,,Premium Economy,7699.63,0,Travel Agent,Check-Out,2025-07-23,1,1
AL500433,Air India,2026,September,1,1,0,0,IND,75,,Economy,9050.77,0,Website,Check-Out,2026-09-30,2,1
AL503970,Akasa Air,2025,January,123,2,0,0,IND,,,Premium Economy,19065.1,1,Airport Counter,Canceled,2025-02-10,2,1
AL501509,Air India,2026,November,105,2,1,0,USA,197,,Economy,8582.83,0,Corporate Desk,Check-Out,2026-12-03,0,0
AL505147,Akasa Air,2024,October,53,2,0,0,IND,8,,Economy,8934.92,0,Website,Check-Out,2024-10-17,0,1
AL503757,AirAsia India,2025,December,84,4,0,0,NPL,,,Economy,8752.31,1,Mobile App,Canceled,2026-02-03,2,1
AL510021,AirAsia India,2026,March,92,1,0,0,THA,56,C964,Economy,9666.94,0,Mobile App,Check-Out,2026-03-06,3,2
AL506315,Air India,2026,May,19,2,0,0,IND,259,C146,Business,25461.77,0,Mobile App,Check-Out,2026-05-23,1,2
AL507798,AirAsia India,2026,May,172,1,NA,0,IND,168,,Economy,7467.22,0,Airport Counter,Check-Out,2026-06-01,3,0
AL503449,IndiGo,2026,September,37,1,0,0,IND,290,,Premium Economy,4122.61,0,Travel Agent,Check-Out,2026-10-11,2,0
AL507038,IndiGo,2024,April,31,2,0,0,IND,339,,Business,25430.46,0,Airport Counter,No-Show,2024-05-19,0,2
AL503171,Vistara,2025,September,36,2,3,0,IND,,,Economy,7940.21,0,Corporate Desk,Check-Out,2025-10-21,1,1
AL515925,Akasa Air,2025,November,139,2,0,0,IND,253,,Premium Economy,17911.41,0,Website,Check-Out,2025-12-10,2,0
AL514123,AirAsia India,2026,July,113,1,0,0,QAT,24,,Premium Economy,17233.47,0,Corporate Desk,Check-Out,2026-08-07,1,1
AL500675,Air India,2026,June,46,1,0,1,IND,279,,Economy,11233.55,0,Airport Counter,Check-Out,2026-07-08,0,1
AL500560,Akasa Air,2024,December,49,2,0,0,AUS,215,,Economy,11095.13,1,Airport Counter,Canceled,2025-01-09,2,1
AL501736,SpiceJet,2026,February,61,1,0,0,USA,203,,Premium Economy,16625.33,0,Corporate Desk,Check-Out,2026-03-31,1,2
AL509436,Vistara,2025,July,119,4,0,0,ARE,150,,Economy,6557.95,1,Airport Counter,Canceled,2025-07-31,3,2
AL500194,AirAsia India,2025,October,94,1,NA,0,THA,102,,Business,33369.05,0,Mobile App,Check-Out,2025-11-24,1,1
AL514288,Vistara,2025,January,118,2,0,0,IND,58,,Economy,8318.68,1,Website,Canceled,2025-02-07,3,1
AL509310,AirAsia India,2025,August,12,2,,0,ARE,74,,Business,13782.63,1,Website,Canceled,2025-08-26,3,1
AL510198,Air India,2024,May,31,3,0,0,DEU,277,,Premium Economy,19214.35,0,Corporate Desk,Check-Out,2024-06-17,2,1
AL504224,Akasa Air,2024,February,1,2,NA,0,USA,160,,Premium Economy,8658.63,1,Airport Counter,Canceled,2024-03-23,2,2
AL510925,AirAsia India,2026,February,5,4,0,0,IND,330,,Business,45396.62,0,Website,Check-Out,2026-03-17,2,2
AL511332,Vistara,2024,July,97,2,0,0,IND,,,Economy,7814.7,0,Travel Agent,Check-Out,2024-08-08,3,2
AL513427,IndiGo,2024,July,65,1,0,0,ARE,204,,Business,20820.76,1,Travel Agent,Canceled,2024-08-20,0,0
AL508492,SpiceJet,2025,February,71,1,0,0,IND,220,,Economy,3373.33,1,Corporate Desk,Canceled,2025-03-14,3,0
AL504180,Vistara,2024,September,65,1,,0,IND,289,,Business,47178.15,0,Mobile App,Check-Out,2024-10-28,0,1
AL501786,Air India,2025,January,135,1,NA,0,IND,99,,Premium Economy,21795.74,1,Mobile App,Canceled,2025-02-03,3,0
AL515328,Vistara,2026,January,30,1,0,0,ARE,179,,Business,34401.1,0,Website,Check-Out,2026-01-31,2,2
AL509684,Vistara,2025,October,65,1,1,0,DEU,99,,First,61395.81,1,Mobile App,Canceled,2025-11-04,0,1
AL502482,Vistara,2024,December,109,1,0,0,GBR,87,,Economy,9521.66,0,Corporate Desk,Check-Out,2025-01-10,0,2
AL513920,IndiGo,2025,October,83,1,0,1,GBR,282,,Business,35770.44,0,Mobile App,Check-Out,2025-11-06,1,1
AL500766,IndiGo,2025,September,87,1,0,0,GBR,,,Economy,8448.87,1,Website,Canceled,2025-10-16,3,1
AL507151,Akasa Air,2026,August,97,2,1,0,NPL,118,,Economy,11916.16,1,Airport Counter,Canceled,2026-09-27,2,2
AL509599,Vistara,2026,December,35,1,0,0,ARE,21,,First,69537.49,1,Corporate Desk,Canceled,2026-12-16,3,2
AL508559,Akasa Air,2026,September,82,2,0,0,USA,,,Business,28653.58,0,Travel Agent,Check-Out,2026-10-11,0,1
AL505622,Akasa Air,2025,December,34,1,0,0,MYS,2,,Business,29273.8,1,Website,Canceled,2026-01-14,2,1
AL510886,Akasa Air,2026,July,20,1,2,0,IND,47,,Economy,7314.32,0,Airport Counter,Check-Out,2026-08-11,2,0
AL514431,Akasa Air,2025,March,46,1,0,0,ARE,161,,Economy,6632.51,0,Airport Counter,Check-Out,2025-04-20,3,2
AL502941,IndiGo,2025,May,130,1,0,0,USA,121,,Economy,11543.91,1,Airport Counter,Canceled,2025-06-04,3,2
AL508458,Vistara,2024,October,57,2,0,0,NPL,287,,Economy,5230.07,0,Travel Agent,Check-Out,2024-11-06,0,2
AL509381,Akasa Air,2025,January,41,2,1,0,GBR,228,,Business,16787.31,0,Mobile App,No-Show,2025-02-24,2,0
AL500257,Akasa Air,2024,December,123,1,0,0,IND,103,,Economy,9641.61,0,Travel Agent,Check-Out,2024-12-29,1,1
AL500667,SpiceJet,2024,February,172,2,0,1,ARE,232,,Economy,8906.58,0,Website,Check-Out,2024-02-24,0,0
AL508433,Akasa Air,2024,October,8,3,0,0,IND,45,C232,Premium Economy,12587.76,1,Travel Agent,Canceled,2024-11-08,1,0
AL510932,IndiGo,2024,September,110,1,1,0,LKA,,,Premium Economy,23080.08,0,Mobile App,Check-Out,2024-10-11,0,1
AL513070,IndiGo,2024,February,55,1,0,0,,70,,Economy,2953.88,0,Travel Agent,Check-Out,2024-02-13,0,2
AL504344,AirAsia India,2024,November,87,1,NA,0,QAT,10,,Premium Economy,14240.95,0,Travel Agent,Check-Out,2024-12-23,1,0
AL505234,Vistara,2024,April,20,1,1,0,IND,45,,Premium Economy,17680.99,0,Corporate Desk,Check-Out,2024-04-06,2,0
AL503282,Air India,2024,July,117,1,0,0,IND,,,Premium Economy,18977.5,0,Travel Agent,Check-Out,2024-08-22,0,2
AL513676,AirAsia India,2025,April,178,1,0,0,IND,70,,Economy,12416.6,0,Travel Agent,Check-Out,2025-04-19,3,1
AL509642,IndiGo,2024,August,62,1,0,0,IND,152,,Economy,7953.13,0,Corporate Desk,Check-Out,2024-08-27,3,1
AL514777,IndiGo,2026,December,39,2,0,0,IND,38,,Business,32429.63,0,Website,Check-Out,2027-01-11,2,0
AL511200,IndiGo,2025,April,196,2,0,0,DEU,56,,Economy,8440.69,0,Mobile App,No-Show,2025-05-06,1,2
AL502363,Vistara,2024,May,35,1,0,0,ARE,73,C310,Economy,5134.22,0,Mobile App,Check-Out,2024-05-18,0,0
AL514922,Air India,2025,July,52,1,0,0,IND,55,,Premium Economy,14299.11,0,Airport Counter,Check-Out,2025-07-22,3,2
AL500650,IndiGo,2025,November,131,2,0,0,IND,120,,Economy,7741.64,0,Corporate Desk,Check-Out,2025-12-04,1,0
AL515246,SpiceJet,2025,February,19,1,0,0,GBR,,,Economy,7947.53,0,Corporate Desk,Check-Out,2025-04-01,0,0
AL509410,IndiGo,2026,July,30,2,0,0,ARE,333,,Economy,10611.73,0,Travel Agent,Check-Out,2026-07-29,2,2
AL513879,IndiGo,2025,September,52,1,0,0,IND,,,Economy,8055.81,0,Corporate Desk,Check-Out,2025-10-04,1,1
AL508482,Air India,2024,July,84,3,0,0,IND,,,Economy,9754.56,1,Website,Canceled,2024-07-27,2,2
AL515803,IndiGo,2025,June,26,2,0,0,LKA,,,Premium Economy,11213.52,0,Mobile App,Check-Out,2025-07-04,2,2
AL513695,SpiceJet,2024,June,105,2,1,0,THA,,C296,Premium Economy,5380.01,1,Travel Agent,Canceled,2024-06-16,1,0
AL514804,Air India,2025,December,150,2,NA,0,IND,53,,First,62509.1,0,Corporate Desk,Check-Out,2026-01-01,0,0
AL507677,AirAsia India,2026,March,23,1,0,0,THA,223,,Premium Economy,16168.17,0,Mobile App,Check-Out,2026-03-18,0,0
AL502413,SpiceJet,2025,April,81,2,0,0,LKA,289,,Economy,8951.91,1,Travel Agent,Canceled,2025-06-02,1,2
AL505158,AirAsia India,2025,January,81,3,0,0,GBR,301,,Economy,12996.07,0,Website,Check-Out,2025-01-20,3,0
AL504543,Vistara,2024,June,45,1,0,0,AUS,228,,Economy,10584.4,1,Corporate Desk,Canceled,2024-06-06,3,1
AL513897,SpiceJet,2025,November,103,1,0,0,AUS,150,,Premium Economy,16186.38,0,Travel Agent,No-Show,2025-11-10,0,1
AL507682,IndiGo,2025,December,105,1,0,0,SGP,6,,Premium Economy,10864.58,0,Website,Check-Out,2025-12-26,1,0
AL506840,Akasa Air,2024,February,73,3,0,0,ARE,330,,Premium Economy,15752.71,0,Airport Counter,Check-Out,2024-02-09,2,0
AL502634,IndiGo,2025,July,94,1,1,0,MYS,219,,Economy,8185.03,0,Corporate Desk,Check-Out,2025-07-27,0,0
AL505089,AirAsia India,2024,May,11,1,1,0,AUS,336,,Economy,10429.31,0,Mobile App,Check-Out,2024-06-19,3,2
AL503562,IndiGo,2025,January,18,2,0,0,,170,,Premium Economy,20917.49,0,Website,Check-Out,2025-01-29,0,0
AL506733,IndiGo,2024,April,80,2,0,0,GBR,78,,Economy,9814.06,0,Corporate Desk,Check-Out,2024-04-13,0,0
AL510972,AirAsia India,2025,July,101,2,0,0,IND,3,,Premium Economy,23408.33,0,Website,No-Show,2025-08-02,3,1
